05,06,18,21,22
06,10,11,17,34
01,12,24,27,32
01,08,19,24,31
03,06,25,28,32
02,12,15,20,28
14,16,27,30,33
10,21,24,30,31
04,20,29,30,33
23,26,29,32,33
01,10,19,21,30
15,17,19,23,32
01,07,11,32,33
03,09,11,18,24
07,20,28,32,34
11,23,26,31,34
01,02,07,13,34
07,16,19,29,35
02,15,20,25,33
05,11,26,29,32
02,05,28,34,35
05,09,19,26,35
06,13,27,33,34
01,02,07,26,29
10,24,28,30,33
13,16,27,32,34
03,06,11,19,27
18,25,30,33,34
01,05,17,32,34
10,21,22,27,29
07,09,22,30,33
01,05,21,23,29
08,18,24,30,33
07,12,28,32,33
06,13,14,22,25
11,17,19,25,26
03,09,21,23,33
16,20,25,29,33
02,10,14,22,26
11,13,29,32,35
16,20,28,32,33
15,25,29,32,33
01,25,26,34,35
11,21,22,25,34
11,12,33,34,35
01,09,14,29,30
02,11,13,26,35
22,28,30,31,34
04,11,13,19,35
02,08,12,34,35
03,04,10,18,27
02,08,25,29,33
01,02,06,08,26
12,15,23,30,33
07,21,29,31,33
10,17,18,21,34
03,12,22,23,28
11,23,27,28,32
04,05,08,11,22
01,02,11,31,33
10,21,28,29,32
01,03,14,32,35
08,20,23,29,31
14,23,27,28,33
05,09,27,32,34
06,21,28,32,34
02,10,18,32,33
09,14,25,32,34
02,03,08,33,34
02,10,12,15,28
01,08,24,27,34
02,16,19,28,33
06,08,15,20,32
07,13,23,24,29
12,28,29,30,34
03,04,14,28,32
14,16,20,22,32
07,08,19,26,30
13,14,21,30,33
05,06,13,24,31
01,09,10,11,22
18,26,32,33,34
05,11,14,22,35
11,17,23,24,25
06,12,18,22,29
02,04,13,14,33
01,03,10,12,20
04,11,18,25,34
03,08,14,30,31
01,23,29,30,32
21,22,30,32,34
02,06,07,12,27
04,23,25,26,30
05,14,23,27,30
03,06,21,24,34
04,17,19,22,30
03,13,19,30,34
07,23,26,29,32
11,23,25,31,32
02,05,13,27,32
15,22,24,32,35
02,03,11,27,32
20,24,30,31,33
18,21,22,26,34
18,19,30,33,35
03,10,14,18,28
10,12,20,23,32
13,21,23,27,34
03,10,26,32,33
03,11,19,26,27
08,18,26,32,33
11,20,23,24,25
02,11,13,14,25
11,13,29,32,33
03,14,19,24,25
09,11,13,14,25
05,23,25,31,35
05,23,26,32,34
01,02,07,20,35
21,22,33,34,35
10,12,19,32,35
05,13,16,17,35
13,16,23,24,33
12,19,28,29,30
01,06,19,25,26
14,16,20,31,34
19,25,28,31,33
19,21,26,34,35
08,10,25,29,33
07,19,26,28,32
13,20,26,31,35
16,22,28,29,34
01,05,19,34,35
05,08,10,33,35
06,21,24,28,30
08,17,18,20,28
02,15,19,26,27
04,08,11,30,31
02,03,10,12,25
01,25,29,31,33
07,08,15,30,35
06,10,20,24,32
04,06,25,29,32
09,19,22,26,34
12,25,29,30,33
13,14,17,27,32
05,09,23,25,30
15,17,24,32,35
06,15,17,19,30
06,10,14,25,34
10,13,22,33,34
05,12,14,17,22
06,07,18,30,31
07,14,16,30,31
07,10,12,20,21
05,08,13,14,32
15,21,22,24,27
01,11,19,30,32
11,17,19,20,34
06,17,18,25,29
05,14,23,25,28
07,12,26,30,32
05,10,17,23,25
04,09,11,30,32
03,07,20,27,32
10,12,17,23,27
09,12,16,19,35
06,07,09,17,24
02,03,15,28,35
01,04,21,22,24
08,19,27,29,34
14,18,20,24,27
05,08,24,29,30
07,11,21,22,35
03,13,14,22,26
02,10,16,18,34
01,02,12,19,35
01,12,20,21,24
03,05,14,30,35
04,10,13,18,23
08,24,26,31,32
06,10,23,26,31
02,15,29,30,34
02,04,09,28,29
20,32,33,34,35
12,14,16,19,25
04,09,24,30,35
09,17,21,28,29
02,03,12,13,25
03,11,17,21,30
19,20,30,33,35
11,15,22,27,35
04,15,19,24,35
10,14,29,30,35
14,25,30,32,33
05,17,26,27,35
05,27,28,29,34
14,17,22,27,34
01,10,13,19,34
01,02,08,11,25
21,29,30,33,35
03,06,13,14,29
14,15,18,34,35
05,16,22,23,32
03,07,22,25,35
05,07,10,15,32
14,22,27,28,35
04,06,21,27,34
19,22,23,29,35
05,13,14,23,26
08,10,18,34,35
21,22,31,32,34
05,06,11,13,26
18,20,30,32,33
01,09,27,29,34
01,07,09,14,19
03,05,09,13,33
03,22,24,30,33
06,17,19,29,35
14,15,24,25,26
05,06,09,10,34
10,15,22,28,29
18,21,23,25,29
11,16,17,21,22
09,12,13,19,30
14,17,19,26,32
03,13,18,30,33
22,27,28,33,35
08,12,14,19,27
03,13,16,19,29
06,18,20,30,31
05,11,17,23,33
10,11,19,21,27
10,16,18,22,27
02,11,16,22,31
18,19,27,28,33
14,17,30,31,34
01,15,19,21,23
03,04,08,10,35
05,22,24,25,30
05,24,28,29,35
01,10,32,33,35
02,05,18,22,23
06,07,16,24,35
07,08,15,32,34
11,13,27,28,29
01,24,27,30,31
07,08,10,23,25
01,07,25,27,30
02,08,16,26,35
14,24,32,33,35
01,23,26,27,30
09,10,11,14,24
04,08,10,14,27
02,17,23,24,30
03,12,19,25,30
05,08,14,28,30
02,14,20,21,24
08,18,19,22,23
15,20,30,33,35
16,19,24,26,31
16,22,24,32,34
08,21,23,27,33
09,12,19,22,28
01,09,13,17,30
09,14,24,25,34
05,13,16,18,24
12,15,16,20,33
08,09,25,28,29
01,09,15,20,29
05,14,25,34,35
01,02,13,17,28
03,09,17,24,28
15,19,25,30,33
12,17,19,22,35
07,16,23,31,33
03,19,24,29,33
03,06,09,17,27
03,04,13,15,32
03,18,29,30,33
01,12,14,22,24
07,09,11,13,33
01,11,14,22,34
03,07,15,18,20
04,05,11,13,25
06,09,18,30,32
02,08,23,33,35
11,21,24,26,31
13,21,22,29,31
09,15,16,19,29
02,15,22,33,35
13,17,25,27,28
05,06,10,22,25
04,07,29,32,33
06,08,12,17,18
13,24,31,32,33
03,16,28,31,32
05,09,16,26,35
01,07,31,32,35
03,05,29,30,31
07,11,30,31,34
01,09,27,32,33
09,16,21,29,34
03,25,29,32,34
06,07,16,18,20
06,10,17,20,21
10,17,18,26,32
01,06,27,30,34
03,11,14,25,34
06,13,18,20,33
10,17,22,24,32
01,13,16,18,32
03,05,28,29,33
09,19,22,29,30
27,31,33,34,35
03,11,13,20,35
13,19,20,22,33
07,16,23,28,31
06,09,20,23,28
18,23,25,29,30
05,08,19,33,34
04,09,16,27,30
01,03,23,30,31
05,12,30,31,32
04,13,20,21,35
07,20,25,30,32
06,08,18,20,24
14,29,31,34,35
02,17,19,21,22
04,05,06,09,15
06,13,20,25,34
20,21,27,29,35
05,06,23,27,34
02,04,29,30,34
11,17,23,29,30
10,17,19,32,33
04,06,08,19,31
11,21,22,32,34
09,12,17,19,29
03,08,20,24,25
04,19,28,31,33
06,07,28,33,35
02,06,09,12,20
08,11,13,28,33
05,12,20,28,30
19,24,28,31,34
03,04,26,29,34
07,19,27,28,34
02,11,26,32,33
01,09,29,30,35
02,06,18,30,32
07,15,18,24,28
01,11,12,22,34
30,31,33,34,35
02,11,13,23,31
06,17,28,32,33
04,05,07,10,12
06,08,17,27,35
17,26,30,31,35
10,15,18,19,26
10,12,28,32,33
04,07,11,32,35
04,15,20,26,31
20,25,26,30,31
02,03,30,31,33
03,08,23,24,34
10,14,18,19,35
08,12,14,20,25
07,10,27,34,35
07,17,29,30,33
01,11,22,26,29
03,04,06,11,13
01,07,13,18,23
08,09,13,23,35
03,05,12,18,33
12,14,16,19,33
04,11,23,26,35
01,10,12,14,17
06,22,29,33,35
08,09,11,19,33
02,15,18,23,31
17,23,26,30,32
04,06,10,15,16
01,12,32,33,34
02,11,19,22,35
04,26,30,33,34
08,09,12,25,33
07,18,24,28,33
07,15,19,24,29
09,13,19,29,34
01,15,16,27,28
07,10,11,26,31
02,07,12,29,31
13,22,30,33,34
07,11,14,20,27
01,04,06,21,35
06,22,29,30,35
04,12,16,20,28
07,27,28,32,33
03,11,14,26,29
16,22,24,33,34
10,11,22,31,32
01,02,29,31,33
03,20,22,25,27
04,05,13,17,25
06,08,30,31,32
06,14,20,29,35
25,26,29,32,34
05,19,22,29,30
06,18,22,30,35
07,08,11,12,24
10,14,24,30,32
12,13,24,26,33
05,14,20,29,31
06,11,22,29,34
03,10,14,29,31
07,09,17,30,34
12,14,27,29,34
10,15,21,31,34
07,12,20,33,35
07,09,17,29,35
03,11,17,21,30
01,02,05,12,27
10,11,22,23,29
03,10,11,22,31
10,12,15,33,34
04,07,08,18,29
03,21,22,26,32
19,21,23,25,30
07,08,16,26,34
08,13,19,27,32
01,08,15,16,29
01,04,30,32,35
01,09,20,30,31
09,13,27,31,35
11,23,25,31,35
15,21,22,24,35
02,13,23,28,29
01,02,13,22,23
07,24,27,28,35
01,06,25,31,34
03,04,14,32,35
05,11,17,20,28
04,08,19,23,27
05,07,17,30,34
06,09,26,30,35
09,18,22,27,31
13,17,22,28,29
01,02,17,18,33
10,20,26,31,33
11,12,26,28,31
01,16,18,27,30
07,22,26,32,33
11,21,23,26,34
01,02,14,33,34
13,21,29,31,35
09,13,19,21,27
02,16,21,24,30
05,10,14,27,33
21,32,33,34,35
11,25,26,29,35
09,12,13,15,30
10,22,28,29,34
01,20,25,29,33
20,22,27,30,33
01,21,31,32,35
02,04,22,25,34
09,22,23,32,34
13,23,29,31,34
04,08,17,22,25
18,23,29,33,34
10,22,23,30,32
07,09,10,18,22
02,14,16,22,24
10,30,32,33,34
01,02,23,25,35
01,05,25,32,33
11,12,14,25,28
10,16,17,30,35
02,04,09,10,15
16,19,28,29,31
21,24,27,29,31
07,18,29,31,33
03,20,25,29,32
01,06,07,21,31
13,17,24,30,35
06,12,21,29,32
02,21,27,29,33
03,10,28,31,33
08,09,23,25,31
02,16,21,31,33
02,14,23,32,35
06,09,22,27,30
05,10,19,24,35
09,17,24,29,32
02,11,28,29,30
12,18,24,25,32
07,09,13,19,27
02,05,08,09,31
02,04,06,13,35
02,09,18,23,24
16,18,24,25,27
05,06,14,15,31
15,23,25,29,31
04,07,09,22,33
06,07,12,24,35
01,22,30,32,35
01,11,17,19,26
01,24,25,30,33
01,02,28,31,35
03,10,22,27,29
03,06,21,33,35
01,06,13,19,23
01,11,18,20,22
01,12,18,21,33
05,17,25,30,33
05,06,09,19,32
02,10,21,23,29
07,18,20,29,30
23,24,25,29,31
05,08,18,30,33
07,11,19,20,35
06,14,17,22,35
13,14,21,28,29
12,13,14,25,35
09,10,19,30,31
01,07,21,28,31
14,19,23,29,30
02,16,18,27,30
05,08,21,25,33
05,07,13,29,30
01,06,18,32,35
03,05,17,18,33
02,23,29,30,31
03,12,20,21,27
13,17,27,31,33
09,10,12,22,25
07,17,27,28,29
03,11,19,23,34
15,19,29,34,35
09,27,29,30,31
11,13,14,21,29
05,22,31,33,35
01,10,13,17,26
02,03,17,19,33
04,16,27,29,34
02,10,23,33,34
02,14,18,24,31
03,19,20,24,33
04,17,26,33,34
08,09,10,13,22
03,26,27,31,32
06,09,11,31,32
04,20,27,31,32
01,16,18,21,31
07,08,12,20,25
18,22,26,28,31
08,20,25,31,32
14,29,32,33,34
02,07,25,29,34
10,17,19,27,29
09,15,17,18,29
01,02,08,15,23
01,14,31,32,34
13,15,29,30,35
05,08,25,29,31
14,15,26,32,33
05,15,19,27,32
11,14,22,29,34
20,23,31,33,34
06,12,17,29,30
06,11,20,31,32
23,24,28,30,33
03,04,13,17,23
05,19,24,26,35
09,12,14,18,24
03,23,25,26,28
02,10,16,30,33
03,12,14,24,35
13,19,28,30,34
05,07,17,25,26
03,05,09,10,28
12,17,18,26,32
12,27,28,33,35
12,18,22,28,31
01,03,11,19,29
05,14,28,32,34
08,12,32,33,35
02,26,31,32,34
01,19,24,25,26
06,23,30,33,35
16,17,22,26,35
03,13,14,15,34
02,06,22,23,33
07,13,25,34,35
07,11,13,18,28
08,11,12,21,25
15,16,19,25,32
12,20,28,30,35
10,11,23,32,33
18,22,25,31,32
14,22,30,32,33
05,08,15,18,33
01,02,10,29,31
13,31,33,34,35
05,08,21,30,32
04,05,22,23,24
11,22,30,32,35
07,15,27,33,35
20,21,27,31,35
03,08,11,24,27
15,25,26,32,35
01,14,18,21,32
01,05,08,09,12
03,05,11,27,28
21,24,26,28,32
09,28,31,34,35
06,07,13,33,34
02,03,05,08,29
10,17,27,34,35
06,12,13,16,30
09,12,18,21,29
13,19,26,27,28
12,27,28,33,35
03,05,23,27,31
06,14,20,24,32
01,11,13,19,35
13,15,16,26,27
24,26,30,32,35
02,07,23,31,33
09,10,17,21,34
06,21,23,27,31
07,09,15,17,23
03,09,25,26,33
26,29,30,32,35
08,22,26,29,35
08,19,23,27,32
09,16,26,29,31
09,12,22,32,34
03,05,08,33,35
06,07,23,24,29
02,26,30,31,33
04,09,28,34,35
07,10,21,27,33
01,05,17,18,26
03,28,33,34,35
03,17,28,30,33
17,19,20,22,26
07,08,13,17,32
02,06,16,29,34
04,11,28,30,33
09,12,24,26,30
04,09,13,15,32
06,12,15,19,26
05,08,13,16,31
02,05,11,27,29
07,13,27,30,34
06,07,12,13,27
07,13,14,18,25
05,10,13,15,18
13,20,26,29,32
07,16,18,32,33
07,12,13,20,27
02,10,20,22,29
19,21,23,28,30
06,17,21,23,33
05,16,29,32,34
13,22,23,30,33
05,16,23,25,33
04,06,11,20,31
01,02,16,23,35
06,14,15,22,26
03,18,19,20,24
15,17,20,24,35
02,09,10,33,34
05,07,18,21,32
04,08,14,23,28
09,10,15,18,30
03,14,16,19,32
11,13,27,33,35
11,23,29,30,33
08,09,15,19,30
12,15,29,30,31
23,26,28,31,34
02,08,10,16,17
02,13,19,23,32
04,13,19,25,26
05,11,15,25,28
04,12,32,33,34
03,08,13,17,24
05,06,18,20,31
01,12,17,26,28
05,15,18,25,31
06,11,25,28,29
03,08,14,21,31
03,20,21,23,35
02,13,15,18,20
06,07,15,25,31
03,09,22,24,25
02,05,09,29,32
06,07,08,09,13
06,07,14,18,22
02,13,21,27,30
09,12,14,18,19
04,05,16,17,30
05,13,20,23,29
01,12,21,24,29
07,11,13,21,33
07,10,19,27,28
15,17,18,29,33
01,04,07,16,35
08,11,14,21,32
11,13,20,28,35
10,18,25,29,33
05,10,20,26,27
04,06,14,24,35
09,20,21,23,29
10,11,13,22,28
01,09,11,27,29
04,06,18,20,30
04,06,13,24,34
05,10,11,23,34
08,09,12,28,34
07,12,22,29,32
01,14,17,30,35
06,10,17,23,24
03,06,10,16,25
04,13,15,29,33
07,11,15,31,32
19,20,27,32,34
05,10,12,15,26
09,10,24,28,29
03,10,20,25,30
03,21,22,23,35
03,14,18,29,35
06,15,27,32,33
02,05,06,09,31
01,07,08,28,29
