02,08
03,06
08,10
07,09
05,07
02,12
05,08
06,07
01,06
01,10
02,08
01,07
01,08
06,08
05,08
01,10
05,08
01,11
08,09
09,12
03,05
09,12
10,12
07,11
01,02
08,10
04,10
03,11
03,08
04,10
05,09
08,10
02,03
06,10
02,12
02,07
01,11
01,06
09,12
05,11
04,10
02,08
03,07
08,11
04,12
06,11
03,06
04,05
03,04
07,08
09,11
05,06
07,09
03,06
03,10
04,06
06,08
10,11
03,06
04,10
11,12
02,06
01,06
01,09
03,08
07,12
04,06
05,12
02,06
01,06
07,09
07,12
11,12
02,09
05,06
03,08
05,07
02,09
08,11
04,06
02,09
01,03
06,09
02,04
02,10
06,11
01,05
02,08
01,04
02,12
08,12
02,10
07,09
02,05
01,04
06,12
03,08
04,11
03,10
03,09
03,09
04,09
08,09
10,12
10,12
06,08
01,06
03,06
10,12
05,10
06,07
07,11
04,06
05,08
02,03
01,09
08,10
05,10
03,09
01,09
03,10
02,10
08,10
09,12
03,06
07,10
09,10
04,10
03,07
01,05
01,06
01,04
09,10
03,10
07,09
04,12
02,08
04,06
03,08
05,11
03,06
06,10
01,02
01,12
02,06
02,10
01,03
02,09
05,09
04,08
01,12
03,10
01,06
07,09
03,08
03,04
05,08
06,08
01,12
10,11
04,08
06,11
01,02
11,12
01,10
05,08
08,09
03,07
04,12
01,03
02,05
05,12
05,09
01,08
01,07
08,10
04,07
11,12
08,12
04,05
02,11
06,11
07,12
03,05
05,07
06,12
09,10
03,09
05,12
01,06
06,08
10,12
10,12
05,08
01,02
04,08
11,12
07,11
02,09
03,12
09,10
03,12
03,12
01,02
06,12
03,04
09,11
10,12
04,06
07,10
02,03
04,06
02,11
02,07
03,04
03,05
06,12
03,10
02,11
03,05
08,11
01,12
07,08
03,10
06,07
07,12
01,09
07,10
01,11
09,10
05,07
02,04
02,07
01,02
01,12
06,08
08,12
03,12
04,08
01,12
03,06
07,08
01,10
09,10
03,07
04,07
02,09
05,07
03,10
07,10
01,03
03,08
07,11
01,08
08,09
08,12
08,12
03,10
01,03
01,05
01,05
02,10
07,12
03,09
01,02
11,12
04,11
03,10
05,06
10,12
01,10
05,12
10,12
07,12
10,11
01,08
07,09
03,05
04,12
03,04
06,10
07,09
08,09
01,02
09,10
05,11
04,06
01,02
03,06
02,11
06,08
06,08
04,10
02,07
01,07
05,10
02,05
02,03
05,12
01,10
02,05
01,08
08,10
05,08
01,02
10,12
05,10
04,11
02,10
06,11
02,10
01,09
02,12
04,11
01,10
08,12
08,09
01,02
06,12
02,12
01,03
03,07
04,08
01,04
04,09
06,08
09,10
01,03
02,06
09,11
05,12
04,11
05,07
03,12
01,07
06,09
07,10
07,08
01,12
06,09
03,04
05,06
03,12
01,09
05,10
01,02
05,10
10,12
04,11
03,09
06,07
08,12
01,11
01,05
02,07
06,07
01,04
01,06
06,12
04,11
09,10
02,12
07,10
03,06
01,10
06,09
06,08
02,09
06,11
05,10
02,03
03,04
02,08
05,10
03,09
05,11
06,12
09,12
03,07
10,12
05,07
03,06
03,06
05,12
09,11
06,09
02,11
01,11
02,04
01,11
08,09
05,11
03,09
07,11
05,09
01,11
03,08
05,07
01,04
10,12
05,06
03,08
08,12
04,10
05,07
10,11
01,08
01,11
04,08
07,08
03,05
06,08
07,09
07,10
03,10
05,08
01,06
07,09
05,10
02,07
05,11
03,11
01,04
04,06
07,08
07,08
01,10
05,07
01,08
03,09
03,04
07,10
07,11
07,12
05,10
05,10
09,12
05,06
01,03
02,09
02,11
10,12
05,07
07,12
01,08
03,11
03,05
02,06
01,07
07,08
09,10
06,12
02,08
01,07
04,06
02,07
03,12
04,10
01,05
03,05
06,09
02,04
01,03
04,11
11,12
02,08
03,09
05,07
06,09
01,10
06,08
03,08
10,11
05,12
05,09
02,09
02,11
03,09
01,11
01,12
03,12
05,12
02,11
02,06
02,07
01,03
05,12
08,12
01,09
04,11
09,11
07,12
01,05
01,11
03,11
03,12
04,12
05,12
10,11
04,08
03,06
05,10
01,02
01,04
06,09
04,12
02,10
09,12
02,09
07,12
05,11
06,08
07,09
06,07
01,06
08,10
04,12
06,08
02,08
02,11
01,09
05,09
03,07
05,07
08,11
03,04
03,09
03,09
08,11
01,07
05,06
09,12
04,08
06,08
03,11
01,05
07,08
01,03
07,12
05,07
04,12
03,11
05,07
04,09
01,10
02,12
11,12
06,07
03,09
10,11
05,09
06,11
06,08
04,08
10,12
10,12
05,09
11,12
03,04
02,09
04,08
